FSC,DSEC,PTE,IVP,RBU,EMC_Final,label,model
0.3402015100144076,1.0,0.69701713,0.058897722370347676,1.0,0.14202099767586418,1.0,llama-3.1-8b-instant
0.3400941391857263,1.0,0.6084944,0.047960679495094714,1.0,0.13002594918767163,1.0,qwen/qwen3-32b
0.24107617585275243,1.0,0.81948316,0.0616704918279483,1.0,0.13277084289055935,1.0,meta-llama/llama-4-scout-17b-16e-instruct
0.6354885679309858,0.99999994,0.8516389,0.26571284006940726,0.99079293,0.4840078880973663,1.0,llama-3.1-8b-instant
0.39634302161086793,0.99999994,0.6277859,0.06339205885754214,0.9999999,0.1722891816535566,1.0,qwen/qwen3-32b
0.32580936657072096,1.0,0.8825704,0.11276385715542148,1.0,0.2187788714017771,1.0,meta-llama/llama-4-scout-17b-16e-instruct
0.2527931340793796,1.0,0.8070992,0.06129061153439755,1.0,0.13170071984159185,1.0,llama-3.1-8b-instant
0.3065765106904348,1.0,0.7253072,0.058357929213829124,1.0,0.14179159696119073,1.0,qwen/qwen3-32b
0.31890963511980663,1.0,0.8155743,0.08835675543404997,1.0,0.18818560216546482,1.0,meta-llama/llama-4-scout-17b-16e-instruct
0.3545497270632424,1.0,0.7943628,0.08238093317495897,1.0,0.18978650817257706,1.0,llama-3.1-8b-instant
0.3422499603444987,1.0,0.59909165,0.047373931315218644,1.0,0.13247205367990544,1.0,qwen/qwen3-32b
0.15576535007564182,0.99971884,0.90804523,0.20239529773575157,1.3745782e-17,6.87012506279932e-18,1.0,meta-llama/llama-4-scout-17b-16e-instruct
0.33709900104376894,0.9999991,0.71616143,0.09032595251187402,0.8205507,0.1913389068038529,1.0,llama-3.1-8b-instant
0.3522875683725351,1.0,0.64273036,0.05442309824370132,1.0,0.14555086539474754,1.0,qwen/qwen3-32b
0.3502574837069195,1.0,0.72853196,0.07017104968439414,1.0,0.16809178255150448,1.0,meta-llama/llama-4-scout-17b-16e-instruct
0.4099890535141155,1.0,0.63814056,0.06709790630766345,1.0,0.17386800602171498,1.0,llama-3.1-8b-instant
0.42833206218156167,1.0,0.6140218,0.06572793269442685,1.0,0.17854702035749578,1.0,qwen/qwen3-32b
0.36620640841939933,1.0,0.78545165,0.08927477668674087,1.0,0.20034117224438663,1.0,meta-llama/llama-4-scout-17b-16e-instruct
0.31052357411670184,1.0,0.63417125,0.044569358288772135,1.0,0.12083313817602616,1.0,llama-3.1-8b-instant
0.32405997572021505,1.0,0.66493315,0.05119506479507784,1.0,0.133146157117951,1.0,qwen/qwen3-32b
0.22151871058012443,1.0,0.7407794,0.041464334577304744,1.0,0.1026738880336967,1.0,meta-llama/llama-4-scout-17b-16e-instruct
0.32514966926968003,1.0,0.5923984,0.04288802450037862,1.0,0.12126555407825038,1.0,llama-3.1-8b-instant
0.3449864528284497,1.0,0.66739,0.05488871339474114,1.0,0.14270596871759902,1.0,qwen/qwen3-32b
0.24418013568012184,1.0,0.7340891,0.044476716008880056,1.0,0.10869429105721999,1.0,meta-llama/llama-4-scout-17b-16e-instruct
0.3608046479513382,1.0,0.6428023,0.05606215830205049,1.0,0.14584515039369833,1.0,llama-3.1-8b-instant
0.3223810547921901,1.0,0.66746956,0.05143722491495594,1.0,0.13537507012960664,1.0,qwen/qwen3-32b
0.2981830856385877,1.0,0.77882546,0.06317245302136147,1.0,0.14048937661399083,1.0,meta-llama/llama-4-scout-17b-16e-instruct
0.34605294437280254,1.0,0.66136014,0.05712485842708566,1.0,0.148645141859825,1.0,llama-3.1-8b-instant
0.34298450821905113,1.0,0.6463897,0.05409777781750919,1.0,0.14023864163146493,1.0,qwen/qwen3-32b
0.3426713582017391,0.9999997,0.8248018,0.11656396763870186,0.99599826,0.26521798266433183,1.0,meta-llama/llama-4-scout-17b-16e-instruct
0.19503415116193962,0.9998558,0.77036357,0.1316156081043056,3.950448e-12,1.3433711556737829e-12,1.0,llama-3.1-8b-instant
0.3243027023624655,1.0,0.65017676,0.0508944526310885,1.0,0.13406427021309017,1.0,qwen/qwen3-32b
0.35177829802280325,1.0,0.7702329,0.07634054412351485,1.0,0.17434003513404628,1.0,meta-llama/llama-4-scout-17b-16e-instruct
0.33403896062596955,0.99999815,0.67513067,0.08157277111377777,0.8217604,0.17647554837393273,1.0,llama-3.1-8b-instant
0.3966640388272224,1.0,0.72768724,0.08727701985015802,1.0,0.20864617463986024,1.0,qwen/qwen3-32b
0.4378298488292327,1.0,0.77509,0.10511931826655267,1.0,0.22454722507643027,1.0,meta-llama/llama-4-scout-17b-16e-instruct
0.37274935531295394,1.0,0.7205306,0.06923270825978643,1.0,0.1665383811766815,1.0,llama-3.1-8b-instant
0.385719032444512,1.0,0.7291503,0.08030554320945217,1.0,0.1942307746210506,1.0,qwen/qwen3-32b
0.29558468108114133,1.0,0.73987484,0.059888180569187946,1.0,0.1469375330307348,1.0,meta-llama/llama-4-scout-17b-16e-instruct
0.38330919336068886,0.99999994,0.7221712,0.08173750643216873,0.99999994,0.1991802579302569,1.0,llama-3.1-8b-instant
0.3879711171002673,1.0,0.6086418,0.05930597000595942,1.0,0.15872663916174648,1.0,qwen/qwen3-32b
0.3672855648267172,1.0,0.7217441,0.07130297702712321,1.0,0.16957721384013252,1.0,meta-llama/llama-4-scout-17b-16e-instruct
0.3226410329511793,1.0,0.81436515,0.09493235608847049,1.0,0.20228662894926633,1.0,llama-3.1-8b-instant
0.2909927815474842,1.0,0.62660456,0.04158994965581201,1.0,0.11424197826789774,1.0,qwen/qwen3-32b
